Assignment_ID;Status;Time_Stamp
AID_20251219T115215649936Z_P25XPQTBSZEZ;OPEN;19-12-2025 11:52
AID_20251219T115215665393Z_Y4UBJ7IEAJE6;OPEN;19-12-2025 11:52
AID_20251219T115215682990Z_VWKPSYLVRVF5;OPEN;19-12-2025 11:52
AID_20251219T115215701291Z_HSAF3UA5NNAI;OPEN;19-12-2025 11:52
AID_20251219T115215718747Z_3WEXE2Z42BEH;OPEN;19-12-2025 11:52
AID_20251219T115215736505Z_KUKGEUKYUNDV;OPEN;19-12-2025 11:52
AID_20251219T115215753542Z_774DNFMASFF4;OPEN;19-12-2025 11:52
AID_20251219T115215771922Z_VFKSJDYZ4NAX;OPEN;19-12-2025 11:52
AID_20251219T115215787635Z_TLX5Y537JRCV;OPEN;19-12-2025 11:52
AID_20251219T115215805027Z_QUATSC4ULJHQ;OPEN;19-12-2025 11:52
AID_20251219T115215823321Z_MIZC37V3MBAU;OPEN;19-12-2025 11:52
AID_20251219T115215840224Z_ZYN73ABNWNB4;OPEN;19-12-2025 11:52
AID_20251219T115215859832Z_EFR6SSZ3EVGM;OPEN;19-12-2025 11:52
AID_20251219T115215877462Z_EU6X23YBBZEL;OPEN;19-12-2025 11:52
AID_20251219T115215897416Z_IV3OUWRIRRCB;OPEN;19-12-2025 11:52
AID_20251219T115215918871Z_WOVEEKELSNCO;OPEN;19-12-2025 11:52
AID_20251219T115215942545Z_6UAN2BQ55VF4;OPEN;19-12-2025 11:52
AID_20251219T115215962919Z_7HSWJLFPBREB;OPEN;19-12-2025 11:52
AID_20251219T115215981758Z_C3DSXGMJTBHS;OPEN;19-12-2025 11:52
AID_20251219T115216004389Z_RTJE74BW2JCD;OPEN;19-12-2025 11:52
AID_20251219T115216024860Z_LDQQ5IFUEFCH;OPEN;19-12-2025 11:52
AID_20251219T115216043647Z_V6OJJO4EMJEQ;OPEN;19-12-2025 11:52
AID_20251219T115216063438Z_YU5WT2BRCFDU;OPEN;19-12-2025 11:52
AID_20251219T115216084469Z_A2PUAG63SRCU;OPEN;19-12-2025 11:52
AID_20251219T115216104495Z_3RA52YDFWNEH;OPEN;19-12-2025 11:52
AID_20251219T115216123758Z_JIMN6R7ALREP;OPEN;19-12-2025 11:52
AID_20251219T115216144472Z_MYJ7YE67OFEF;OPEN;19-12-2025 11:52
AID_20251219T115216162526Z_7QZJFTMZEJHG;OPEN;19-12-2025 11:52
AID_20251219T115216182243Z_3PAKDRJIPFGI;OPEN;19-12-2025 11:52
AID_20251219T115216206952Z_AV6KAGJIRNDF;OPEN;19-12-2025 11:52
AID_20251219T115216300466Z_MM22TBFVWJGW;OPEN;19-12-2025 11:52
AID_20251219T115216355442Z_SWIVE7SBHNEF;OPEN;19-12-2025 11:52
AID_20251219T115216408315Z_4MIVQFK2GBD4;OPEN;19-12-2025 11:52
AID_20251219T115216429999Z_KDJMESJ3P5GL;OPEN;19-12-2025 11:52
AID_20251219T115216451063Z_S3SMYZI6DVBA;OPEN;19-12-2025 11:52
AID_20251219T115216469008Z_PVZY4YPY2JH3;OPEN;19-12-2025 11:52
AID_20251219T115216490851Z_ER7BXO5WF5AU;OPEN;19-12-2025 11:52
AID_20251219T115216509586Z_FWZ6R5ZHJJAR;OPEN;19-12-2025 11:52
AID_20251219T115216527855Z_SHXTTVAIJRAX;OPEN;19-12-2025 11:52
AID_20251219T115216547085Z_PK67O5UDK5B7;OPEN;19-12-2025 11:52
AID_20251219T115216569895Z_SHDL4GA7KFHU;OPEN;19-12-2025 11:52
AID_20251219T115216590002Z_547IR5GMHVGA;OPEN;19-12-2025 11:52
AID_20251219T115216609911Z_V6KFVLLHL5BS;OPEN;19-12-2025 11:52
AID_20251219T115216630139Z_CN7YID6RN5DG;OPEN;19-12-2025 11:52
AID_20251219T115216652042Z_HSDYOFU3X5AI;OPEN;19-12-2025 11:52
AID_20251219T115216672850Z_DRPAEQYDJVET;OPEN;19-12-2025 11:52
AID_20251219T115216694160Z_VUTNKKUNNRAF;OPEN;19-12-2025 11:52
AID_20251219T115216714074Z_2C5RLKKJGNAZ;OPEN;19-12-2025 11:52
AID_20251219T115216733486Z_4XNVPZHQMVGW;OPEN;19-12-2025 11:52
AID_20251219T115216758129Z_R5RDH2MGCNHJ;OPEN;19-12-2025 11:52
AID_20251219T115216781990Z_FVSFLJWRV5EB;OPEN;19-12-2025 11:52
AID_20251219T115216806958Z_ENFAEYEKWNE3;OPEN;19-12-2025 11:52
AID_20251219T115216826943Z_RLGXAXYH3NA7;OPEN;19-12-2025 11:52
AID_20251219T115216849430Z_7PIOUWZ3WRAR;OPEN;19-12-2025 11:52
AID_20251219T115216873240Z_CE6NY3LWCFGY;OPEN;19-12-2025 11:52
AID_20251219T115216894464Z_XKGC2LFJVZGZ;OPEN;19-12-2025 11:52
AID_20251219T115216916493Z_REFKAN6U25BM;OPEN;19-12-2025 11:52
AID_20251219T115216937496Z_PVTMVO4PZRDI;OPEN;19-12-2025 11:52
AID_20251219T115216960913Z_55URNQY34FAY;OPEN;19-12-2025 11:52
AID_20251219T115216987303Z_73BTXTTEP5FB;OPEN;19-12-2025 11:52
AID_20251219T115217010831Z_AUX3G3U7ANGY;OPEN;19-12-2025 11:52
AID_20251219T115217034395Z_MDONFWFEVREP;OPEN;19-12-2025 11:52
AID_20251219T115217056468Z_4WERB6U4CFBA;OPEN;19-12-2025 11:52
AID_20251219T115217078404Z_NLJSCIWXXNGU;OPEN;19-12-2025 11:52
AID_20251219T115217103250Z_VFJWNFP6DJBQ;OPEN;19-12-2025 11:52
AID_20251219T115217126288Z_CLGFVTT5WJC2;OPEN;19-12-2025 11:52
AID_20251219T115217149932Z_5KDMVIFPWNDF;OPEN;19-12-2025 11:52
AID_20251219T115217173600Z_PMLU3FNRSVDJ;OPEN;19-12-2025 11:52
AID_20251219T115217199568Z_O7NAB2P2NBBW;OPEN;19-12-2025 11:52
AID_20251219T115217220002Z_VCG7LQK6EFA3;OPEN;19-12-2025 11:52
AID_20251219T115217243703Z_TBH6GIXY6VA2;OPEN;19-12-2025 11:52
AID_20251219T115217267090Z_H7FI4AXBXRHJ;OPEN;19-12-2025 11:52
AID_20251219T115217290262Z_2ZCVMVZ2NZHX;OPEN;19-12-2025 11:52
AID_20251219T115217316749Z_6XBI37NUO5H4;OPEN;19-12-2025 11:52
AID_20251219T115217339987Z_PD2AX4JZQRF7;OPEN;19-12-2025 11:52
AID_20251219T115217367486Z_C2SPEXU6SRBI;OPEN;19-12-2025 11:52
AID_20251219T115217388965Z_UATMNCU5ZJA5;OPEN;19-12-2025 11:52
AID_20251219T115217408899Z_K5RAX4OJD5DA;OPEN;19-12-2025 11:52
AID_20251219T115217429381Z_SBWGJ6UO2ZH4;OPEN;19-12-2025 11:52
AID_20251219T115217451663Z_7KJD45JRLVGK;OPEN;19-12-2025 11:52
AID_20251219T115217483367Z_R7PCZJCVMRHE;OPEN;19-12-2025 11:52
AID_20251219T115217505963Z_JGJQUGGLEVEO;OPEN;19-12-2025 11:52
AID_20251219T115217528975Z_ZUBFUUBGUVA2;OPEN;19-12-2025 11:52
AID_20251219T115217555578Z_VY54RAPMPRC6;OPEN;19-12-2025 11:52
AID_20251219T115217580292Z_CANOQ7USURDX;OPEN;19-12-2025 11:52
AID_20251219T115217606537Z_3IYXHYLQSJH4;OPEN;19-12-2025 11:52
AID_20251219T115217629505Z_MVKLS2XICZBH;OPEN;19-12-2025 11:52
AID_20251219T115217650602Z_AHC7SZ5ZK5BG;OPEN;19-12-2025 11:52
AID_20251219T115217678078Z_SJU7SOKJQ5AY;OPEN;19-12-2025 11:52
AID_20251219T115217705495Z_NCLMLC6QZBAX;OPEN;19-12-2025 11:52
AID_20251219T115217741799Z_IJNAVGJV6FHP;OPEN;19-12-2025 11:52
AID_20251219T115217770584Z_NSDVPLNE35BE;OPEN;19-12-2025 11:52
AID_20251219T115217798411Z_NNQIOURC3VHL;OPEN;19-12-2025 11:52
AID_20251219T115217823628Z_S2FV6O4NDVGN;OPEN;19-12-2025 11:52
AID_20251219T115217847614Z_UC674WQLOJHB;OPEN;19-12-2025 11:52
AID_20251219T115217872728Z_GZ3KFHWZQRHI;OPEN;19-12-2025 11:52
AID_20251219T115217895218Z_KSPQPZJ2FNFX;OPEN;19-12-2025 11:52
AID_20251219T115217919846Z_J2KZDUWNJJE5;OPEN;19-12-2025 11:52
AID_20251219T115217946602Z_XGXFF2E6PNCQ;OPEN;19-12-2025 11:52
AID_20251219T115217968959Z_XEX7AJJDI5CD;OPEN;19-12-2025 11:52
AID_20251219T115217994160Z_4FBQVQDTY5AU;OPEN;19-12-2025 11:52
AID_20251219T115218023412Z_7W75YIQP2BGO;OPEN;19-12-2025 11:52
AID_20251219T115218048807Z_CBEXLB2ATFEI;OPEN;19-12-2025 11:52
AID_20251219T115218075356Z_DRSWI7KX5RFB;OPEN;19-12-2025 11:52
AID_20251219T115218100723Z_HVYSNV2S7RHR;OPEN;19-12-2025 11:52
AID_20251219T115218132648Z_IKXQC4BCMZGT;OPEN;19-12-2025 11:52
AID_20251219T115218158474Z_7UXNTTQIEND2;OPEN;19-12-2025 11:52
AID_20251219T115218184997Z_7U7MAGW4BVCL;OPEN;19-12-2025 11:52
AID_20251219T115218212722Z_LV6XXGASQZBL;OPEN;19-12-2025 11:52
AID_20251219T115218239451Z_TZ3BHYF2QFGJ;OPEN;19-12-2025 11:52
AID_20251219T115218269134Z_PCTIJX5EQJHC;OPEN;19-12-2025 11:52
AID_20251219T115218298434Z_ZG6I4TV3R5DR;OPEN;19-12-2025 11:52
AID_20251219T115218326987Z_XDV3EMTDMFGO;OPEN;19-12-2025 11:52
AID_20251219T115218359110Z_A6R5IXXEQ5EB;OPEN;19-12-2025 11:52
AID_20251219T115218392010Z_HYS3CAEYO5C4;OPEN;19-12-2025 11:52
AID_20251219T115218421124Z_TZL67H7FDNCI;OPEN;19-12-2025 11:52
AID_20251219T115218447459Z_4PS3GSQLPZCK;OPEN;19-12-2025 11:52
AID_20251219T115218475383Z_NTUAFET3YJAV;OPEN;19-12-2025 11:52
AID_20251219T115218507533Z_RL6YOPOKMVAJ;OPEN;19-12-2025 11:52
AID_20251219T115218533250Z_7LN2BU4A65DP;OPEN;19-12-2025 11:52
AID_20251219T115218565816Z_KTSXFC62LFGC;OPEN;19-12-2025 11:52
AID_20251219T115218593429Z_J5OCPX6VYBFB;OPEN;19-12-2025 11:52
AID_20251219T115218617892Z_V6QYZCOD6JHK;OPEN;19-12-2025 11:52
AID_20251219T115218644777Z_SDVHCHQNA5HE;OPEN;19-12-2025 11:52
AID_20251219T115218670758Z_YR5QJJMOLFBF;OPEN;19-12-2025 11:52
AID_20251219T115218700279Z_GHUWX7YTRVDL;OPEN;19-12-2025 11:52
AID_20251219T115218728069Z_T7SJPBVXGBEB;OPEN;19-12-2025 11:52
AID_20251219T115218756660Z_D4JYNZGJ3NEW;OPEN;19-12-2025 11:52
AID_20251219T115218782344Z_QA5TXA7Y6NGO;OPEN;19-12-2025 11:52
AID_20251219T115218814596Z_5SY2HEL6JNE6;OPEN;19-12-2025 11:52
AID_20251219T115218845006Z_M4QCV6CS6JDG;OPEN;19-12-2025 11:52
AID_20251219T115218873798Z_F4HIPDLRSZF6;OPEN;19-12-2025 11:52
AID_20251219T115218901074Z_DOJOZ532UJAP;OPEN;19-12-2025 11:52
AID_20251219T115218929987Z_RVACR6JFJFEH;OPEN;19-12-2025 11:52
AID_20251219T115218960499Z_KSRHRDCWNNHG;OPEN;19-12-2025 11:52
AID_20251219T115218987919Z_5HSYEKQEJNDM;OPEN;19-12-2025 11:52
AID_20251219T115219012429Z_QKYSCUQ5RNAB;OPEN;19-12-2025 11:52
AID_20251219T115219044546Z_BLIUBT4N2RH5;OPEN;19-12-2025 11:52
AID_20251219T115219071098Z_7LGHGSANTZGG;OPEN;19-12-2025 11:52
AID_20251219T115219100701Z_TJLAO2HSC5DR;OPEN;19-12-2025 11:52
AID_20251219T115219134321Z_XFYF5WBZM5DT;OPEN;19-12-2025 11:52
AID_20251219T115219166302Z_UKQ4NHM3ZVBK;OPEN;19-12-2025 11:52
AID_20251219T115219198264Z_LZNJOTIQWRF3;OPEN;19-12-2025 11:52
AID_20251219T115219225745Z_42G3I3X625A6;OPEN;19-12-2025 11:52
AID_20251219T115219255016Z_KZJBLOMZYBFG;OPEN;19-12-2025 11:52
AID_20251219T115219286117Z_H2VRNZ7T4VDE;OPEN;19-12-2025 11:52
AID_20251219T115219318522Z_3CRZRNLU3VE4;OPEN;19-12-2025 11:52
AID_20251219T115219349461Z_QW27DRK47NBJ;OPEN;19-12-2025 11:52
AID_20251219T115219382507Z_BJJT4FWD7RAB;OPEN;19-12-2025 11:52
AID_20251219T115219410512Z_K4XNI3VS7JH6;OPEN;19-12-2025 11:52
AID_20251219T115219440765Z_QEEQQN76SRE4;OPEN;19-12-2025 11:52
AID_20251219T115219469332Z_ZOI6AS6XH5HC;OPEN;19-12-2025 11:52
AID_20251219T115219495238Z_NK27CRQVWNHK;OPEN;19-12-2025 11:52
AID_20251219T115219523657Z_VOTFIRFFQVEV;OPEN;19-12-2025 11:52
AID_20251219T115219552900Z_KCP5S7PFXFG4;OPEN;19-12-2025 11:52
AID_20251219T115219581676Z_TVUIQYER2ZGU;OPEN;19-12-2025 11:52
AID_20251219T115219611762Z_GEKUK3426NER;OPEN;19-12-2025 11:52
AID_20251219T115219642509Z_PNGHHYQGYVAN;OPEN;19-12-2025 11:52
AID_20251219T115219671275Z_GMFWBPS4DBA2;OPEN;19-12-2025 11:52
AID_20251219T115219702318Z_XK7SGPNWQFC5;OPEN;19-12-2025 11:52
AID_20251219T115219731465Z_FPAM3QFFOVDN;OPEN;19-12-2025 11:52
AID_20251219T115219767373Z_UOHEWMK2PBFA;OPEN;19-12-2025 11:52
AID_20251219T115219798561Z_TG3Z52EPVNDC;OPEN;19-12-2025 11:52
AID_20251219T115219827111Z_JOQ4LGVJO5AV;OPEN;19-12-2025 11:52
AID_20251219T115219854365Z_N7ZKO5ENQNCL;OPEN;19-12-2025 11:52
AID_20251219T115219884731Z_GQLX6YCH7NF3;OPEN;19-12-2025 11:52
AID_20251219T115219917156Z_3LKNHB743ZCQ;OPEN;19-12-2025 11:52
AID_20251219T115219943165Z_N7LKCZDHFBAG;OPEN;19-12-2025 11:52
AID_20251219T115219971222Z_IUP6NYXAUZEO;OPEN;19-12-2025 11:52
AID_20251219T115219998184Z_2ZAXQ6VAHBDJ;OPEN;19-12-2025 11:52
AID_20251219T115220029084Z_GZ7U3BKVLZHR;OPEN;19-12-2025 11:52
AID_20251219T115220057314Z_OV4MOIF4DBF7;OPEN;19-12-2025 11:52
AID_20251219T115220095196Z_UZMHSD572RCU;OPEN;19-12-2025 11:52
AID_20251219T115220126393Z_LG5M4GUVWZH4;OPEN;19-12-2025 11:52
AID_20251219T115220157445Z_D2DXN7UPOFGP;OPEN;19-12-2025 11:52
AID_20251219T115220183895Z_VS4XXPYNSNAH;OPEN;19-12-2025 11:52
AID_20251219T115220218784Z_DN2OPAKFDRDB;OPEN;19-12-2025 11:52
AID_20251219T115220251918Z_NKTIYLXE7RBU;OPEN;19-12-2025 11:52
AID_20251219T115220287747Z_LQEHYGZRLVBE;OPEN;19-12-2025 11:52
AID_20251219T115220317728Z_P72XSJ3PSJDX;OPEN;19-12-2025 11:52
AID_20251219T115220349341Z_VGMWTCSI5FDF;OPEN;19-12-2025 11:52
AID_20251219T115220384950Z_MDFA7ZG4O5BC;OPEN;19-12-2025 11:52
AID_20251219T115220415949Z_KN4OIJLU6RHL;OPEN;19-12-2025 11:52
AID_20251219T115220448448Z_G7OVEJYUIJHR;OPEN;19-12-2025 11:52
AID_20251219T115220483512Z_5DVVHN7A5ZGV;OPEN;19-12-2025 11:52
AID_20251219T115220514514Z_4XXAC7LL4NG2;OPEN;19-12-2025 11:52
AID_20251219T115220549042Z_Z5LVUJGNKNCK;OPEN;19-12-2025 11:52
AID_20251219T115220585093Z_AKOPB6QXVVEY;OPEN;19-12-2025 11:52
AID_20251219T115220613227Z_F7QSP34VSZCN;OPEN;19-12-2025 11:52
AID_20251219T115220638911Z_RZCAZ2ZM2RFN;OPEN;19-12-2025 11:52
AID_20251219T115220666727Z_6TJWUDKMPRDS;OPEN;19-12-2025 11:52
AID_20251219T115220699677Z_I65Y3LI6SVF2;OPEN;19-12-2025 11:52
AID_20251219T115220735681Z_NX3DE4JKEFHC;OPEN;19-12-2025 11:52
AID_20251219T115220769421Z_UJMJC6RKOVEU;OPEN;19-12-2025 11:52
AID_20251219T115220806420Z_ZTRCVSHO3VAJ;OPEN;19-12-2025 11:52
AID_20251219T115220841833Z_MT3HEZHPDJEH;OPEN;19-12-2025 11:52
AID_20251219T115220877406Z_L2C4HBXPSBEE;OPEN;19-12-2025 11:52
AID_20251219T115220915624Z_PJU7YAWOAFDK;OPEN;19-12-2025 11:52
AID_20251219T115220945249Z_6TIMZHUKRRBK;OPEN;19-12-2025 11:52
AID_20251219T115220990569Z_75M2S4BG5RF5;OPEN;19-12-2025 11:52
AID_20251219T115221034487Z_ZKTAXJLZRZEE;OPEN;19-12-2025 11:52
AID_20251219T115221069815Z_X22FOTUOIFAZ;OPEN;19-12-2025 11:52
AID_20251219T115221108067Z_VRCA25C6VFFK;OPEN;19-12-2025 11:52
AID_20251219T115221145153Z_ZYBG7GIJVJC2;OPEN;19-12-2025 11:52
AID_20251219T115221182960Z_N5M2T6MOSZDR;OPEN;19-12-2025 11:52
AID_20251219T115221210615Z_QPBS5JYOLBDR;OPEN;19-12-2025 11:52
AID_20251219T115221245239Z_PN3KBKQLYVGJ;OPEN;19-12-2025 11:52
AID_20251219T115221274680Z_Q7NKYMNO6VGV;OPEN;19-12-2025 11:52
AID_20251219T115221308663Z_4KHRVQGOBRGN;OPEN;19-12-2025 11:52
AID_20251219T115221338907Z_2GU27HLBUZFC;OPEN;19-12-2025 11:52
AID_20251219T115221369175Z_REGEGUBLLRAT;OPEN;19-12-2025 11:52
AID_20251219T115221399575Z_6JOPGTK54JBK;OPEN;19-12-2025 11:52
AID_20251219T115221431664Z_HXO6VIKLNZEX;OPEN;19-12-2025 11:52
AID_20251219T115221461244Z_5OJYVA7NUFD3;OPEN;19-12-2025 11:52
AID_20251219T115221496550Z_B5FPAOXXYVBU;OPEN;19-12-2025 11:52
AID_20251219T115221523549Z_JHMNGNZ57ZHM;OPEN;19-12-2025 11:52
AID_20251219T115221563776Z_NFRKDAKG2RCM;OPEN;19-12-2025 11:52
AID_20251219T115221596984Z_AMT3IYKLR5BS;OPEN;19-12-2025 11:52
AID_20251219T115221628622Z_Q5N626KXVNCB;OPEN;19-12-2025 11:52
AID_20251219T115221662369Z_OYMK2WAZ45GA;OPEN;19-12-2025 11:52
AID_20251219T115221701320Z_J2ZFVZRHIJBN;OPEN;19-12-2025 11:52
AID_20251219T115221733506Z_ZFOHQYWP35BA;OPEN;19-12-2025 11:52
AID_20251219T115221769658Z_AL25APKKRJGV;OPEN;19-12-2025 11:52
AID_20251219T115221798141Z_YS4AFZXL3NG2;OPEN;19-12-2025 11:52
AID_20251219T115221833435Z_OTDXSM2SBNAK;OPEN;19-12-2025 11:52
AID_20251219T115221866767Z_UKPAABTJYJAT;OPEN;19-12-2025 11:52
AID_20251219T115221904896Z_ZSR4LKDB7NBL;OPEN;19-12-2025 11:52
AID_20251219T115221944738Z_2WDSRMBTURGR;OPEN;19-12-2025 11:52
AID_20251219T115221978346Z_SSKJ26YGVVD6;OPEN;19-12-2025 11:52
AID_20251219T115222010813Z_63CN4B56Y5CQ;OPEN;19-12-2025 11:52
AID_20251219T115222048380Z_CICLGHISDVA7;OPEN;19-12-2025 11:52
AID_20251219T115222085175Z_M2LNO6JVWVF6;OPEN;19-12-2025 11:52
AID_20251219T115222116429Z_G76YTGGYOBCF;OPEN;19-12-2025 11:52
AID_20251219T115222152244Z_ZNTTSTXP6BBM;OPEN;19-12-2025 11:52
AID_20251219T115222189482Z_TFNCGHYVLJG4;OPEN;19-12-2025 11:52
AID_20251219T115222221863Z_4KS6LTFS7FCE;OPEN;19-12-2025 11:52
AID_20251219T115222263148Z_YDJ5TQK47BGD;OPEN;19-12-2025 11:52
AID_20251219T115222293120Z_2T6RLCJA7BDS;OPEN;19-12-2025 11:52
AID_20251219T115222326439Z_ROQK7BXJN5CV;OPEN;19-12-2025 11:52
AID_20251219T115222364241Z_NAL7LKDLOFEM;OPEN;19-12-2025 11:52
AID_20251219T115222403992Z_BI7QC74EBBDW;OPEN;19-12-2025 11:52
AID_20251219T115222442260Z_MPLSXG27OZHH;OPEN;19-12-2025 11:52
AID_20251219T115222480947Z_MA4YMSNEA5CU;OPEN;19-12-2025 11:52
AID_20251219T115222513212Z_DEPHACIFP5EE;OPEN;19-12-2025 11:52
AID_20251219T115222549261Z_F3UEZ4SZOZHO;OPEN;19-12-2025 11:52
AID_20251219T115222584574Z_MW3V3IP7VRHX;OPEN;19-12-2025 11:52
AID_20251219T115222623597Z_E5LL5QFCWZF6;OPEN;19-12-2025 11:52
AID_20251219T115222662243Z_UXLUQQV2FBCI;OPEN;19-12-2025 11:52
AID_20251219T115222699482Z_YABPTIYCHVAC;OPEN;19-12-2025 11:52
